State,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,SULTANPUR,2009,Kharif     ,Dry chillies,6,5
Uttar Pradesh,SULTANPUR,2010,Kharif     ,Dry chillies,15,13
Uttar Pradesh,SULTANPUR,2011,Kharif     ,Dry chillies,13,11
Uttar Pradesh,SULTANPUR,2012,Kharif     ,Dry chillies,13,10
Uttar Pradesh,SULTANPUR,2013,Kharif     ,Dry chillies,27,22
Uttar Pradesh,UNNAO,2004,Whole Year ,Dry chillies,752,706
Uttar Pradesh,UNNAO,2005,Whole Year ,Dry chillies,502,550
Uttar Pradesh,UNNAO,2006,Whole Year ,Dry chillies,592,562
Uttar Pradesh,UNNAO,2007,Kharif     ,Dry chillies,654,630
Uttar Pradesh,UNNAO,2008,Kharif     ,Dry chillies,608,606
Uttar Pradesh,UNNAO,2009,Kharif     ,Dry chillies,317,279
Uttar Pradesh,UNNAO,2010,Kharif     ,Dry chillies,555,485
Uttar Pradesh,UNNAO,2011,Kharif     ,Dry chillies,545,452
Uttar Pradesh,UNNAO,2012,Kharif     ,Dry chillies,300,241
Uttar Pradesh,UNNAO,2013,Kharif     ,Dry chillies,570,461
Uttar Pradesh,UNNAO,2014,Kharif     ,Dry chillies,460,379
Uttar Pradesh,VARANASI,2004,Whole Year ,Dry chillies,308,289
Uttar Pradesh,VARANASI,2005,Whole Year ,Dry chillies,291,266
Uttar Pradesh,VARANASI,2006,Whole Year ,Dry chillies,273,259
Uttar Pradesh,VARANASI,2007,Kharif     ,Dry chillies,283,273
Uttar Pradesh,VARANASI,2008,Kharif     ,Dry chillies,286,285
Uttar Pradesh,VARANASI,2009,Kharif     ,Dry chillies,288,254
Uttar Pradesh,VARANASI,2010,Kharif     ,Dry chillies,331,290
Uttar Pradesh,VARANASI,2011,Kharif     ,Dry chillies,407,338
Uttar Pradesh,VARANASI,2012,Kharif     ,Dry chillies,494,397
Uttar Pradesh,VARANASI,2013,Kharif     ,Dry chillies,356,288
Uttar Pradesh,VARANASI,2014,Kharif     ,Dry chillies,291,240
